StateDesc,CityName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit
Texas,Arlington,8.3,7.8,8.8
Arizona,Surprise,9.7,9.1,10.6
Minnesota,Bloomington,7.7,7.3,8.2
New York,Albany,13.4,12.6,14.3
Texas,Houston,9.2,8.6,9.8
Florida,Deltona,8.2,7.7,8.8
New York,New York,9.8,9.3,10.6
Connecticut,Danbury,9.2,9.1,9.4
Maine,Portland,11.0,10.5,11.6
Michigan,Warren,11.4,10.7,12.3
California,San Diego,7.4,7.1,7.8
Louisiana,New Orleans,11.3,10.5,12.1
California,Mission Viejo,7.9,7.5,8.4
California,Huntington Beach,7.9,7.6,8.3
Florida,Port St. Lucie,9.0,8.5,9.6
New York,Rochester,12.6,12.0,13.4
Ohio,Cleveland,13.3,12.3,14.4
California,San Bernardino,11.4,10.4,12.6
New York,Rochester,11.2,10.5,12.1
Pennsylvania,Pittsburgh,14.3,13.2,15.5
New Jersey,Camden,11.0,10.9,11.2
New York,New York,8.7,8.1,9.4
Georgia,Savannah,8.9,8.5,9.6
Texas,Houston,10.9,10.2,11.8
California,Norwalk,7.6,7.1,8.2
California,Chico,10.8,10.0,12.2
Texas,San Antonio,10.1,9.3,10.9
Oklahoma,Norman,10.1,9.4,11.0
California,Oakland,8.7,8.3,9.2
New York,New York,8.5,8.1,9.1
New Jersey,Newark,10.8,10.4,11.3
Texas,Fort Worth,10.4,9.7,11.2
North Carolin,Charlotte,9.8,9.3,10.3
Virginia,Richmond,12.5,11.7,13.5
Maryland,Baltimore,15.9,14.4,17.8
Texas,Corpus Christi,8.0,7.6,8.4
Ohio,Columbus,11.0,10.5,11.7
Illinois,Chicago,13.3,12.2,14.6
New York,New York,10.3,9.8,10.9
New York,Rochester,14.2,13.3,15.2
Wisconsin,Kenosha,9.0,8.4,9.7
New York,Rochester,17.4,16.0,18.9
Illinois,Chicago,7.6,7.3,7.9
California,Los Angeles,7.7,7.4,8.2
New York,Syracuse,12.8,12.6,12.9
Nevada,North Las Vegas,9.0,8.5,9.5
California,Salinas,10.1,9.1,11.2
New Mexico,Santa Fe,9.9,9.2,10.4
New Hampshire,Manchester,11.5,10.8,12.4
North Carolin,Charlotte,8.7,8.2,9.2
Texas,Lewisville,7.9,7.5,8.3
Florida,Miami,6.8,6.2,7.4
California,Santa Clara,8.5,8.0,9.2
New Hampshire,Nashua,10.1,9.4,10.9
Florida,Cape Coral,7.6,7.5,7.7
Arizona,Phoenix,9.1,8.6,9.8
Virginia,Newport News,9.0,8.7,9.4
Nevada,North Las Vegas,8.1,7.9,8.4
Illinois,Chicago,13.3,12.2,14.6
Hawaii,Honolulu,10.2,9.8,10.7
Connecticut,Norwalk,9.8,9.3,10.4
Pennsylvania,Philadelphia,10.2,9.7,10.8
Arizona,Phoenix,9.2,8.8,9.8
Louisiana,New Orleans,11.6,10.7,12.6
Illinois,Champaign,11.2,10.6,12.0
Ohio,Columbus,10.9,10.3,11.6
Wisconsin,Waukesha,8.7,8.3,9.3
Kentucky,Louisville,16.7,15.9,17.6
Indiana,Lafayette,,,
Iowa,Iowa City,8.4,7.8,9.0
Florida,Miami,12.0,10.7,13.4
Arkansas,Fayetteville,8.8,8.3,9.3
North Carolin,Concord,8.6,8.0,9.2
New York,New York,9.2,8.7,9.7
Ohio,Columbus,9.7,9.2,10.3
California,Oxnard,8.1,7.4,8.9
California,Livermore,8.9,8.4,9.4
New Mexico,Santa Fe,9.5,8.9,10.2
Georgia,Macon,11.1,10.3,12.3
Texas,San Antonio,7.7,7.3,8.2
California,Los Angeles,8.5,7.9,9.3
Tennessee,Memphis,14.2,13.0,15.5
New York,New York,10.2,9.8,10.7
Tennessee,Memphis,13.6,12.5,14.8
North Carolin,Asheville,8.6,8.3,9.1
Illinois,Naperville,8.0,7.6,8.6
California,San Francisco,7.2,7.0,7.5
California,Chula Vista,7.4,7.1,7.9
California,Chula Vista,7.9,7.4,8.4
California,Clovis,8.7,8.2,9.3
New York,New York,9.7,9.0,10.6
Illinois,Chicago,13.8,12.7,15.1
Florida,Jacksonville,8.9,8.4,9.5
New York,Mount Vernon,12.2,11.6,12.9
Indiana,Indianapolis,13.9,12.8,15.1
North Carolin,Cary,6.7,6.4,7.1
Michigan,Lansing,10.9,10.4,11.6
Ohio,Akron,12.9,12.3,13.5
Indiana,Indianapolis,10.0,9.3,10.9
California,Los Angeles,8.4,7.9,8.9
Virginia,Norfolk,9.2,8.8,9.7
Oregon,Portland,10.1,9.6,10.8
California,San Diego,8.2,7.8,8.7
Texas,Frisco,8.2,7.7,8.8
Texas,El Paso,7.3,6.7,8.0
California,Long Beach,10.0,9.3,10.6
Nebraska,Omaha,7.6,7.1,8.2
Texas,Dallas,11.6,10.8,12.5
Georgia,Atlanta,10.7,9.8,12.0
Indiana,Indianapolis,10.4,9.8,11.2
New Mexico,Albuquerque,10.3,9.8,10.9
California,Escondido,9.7,8.8,10.6
Missouri,Kansas City,12.7,11.9,13.7
Texas,Fort Worth,9.3,8.5,10.0
California,Los Angeles,7.4,7.0,7.9
Oklahoma,Oklahoma City,8.6,8.1,9.3
Michigan,Livonia,9.8,9.2,10.5
Tennessee,Knoxville,,,
Indiana,Fort Wayne,11.0,10.4,11.8
California,Hayward,8.3,8.0,8.8
New York,New York,10.8,10.1,11.7
New York,New York,12.7,11.3,14.3
Illinois,Champaign,9.4,8.9,10.0
Iowa,Des Moines,9.3,8.9,9.9
California,Bakersfield,10.6,9.9,11.4
New York,New York,10.4,9.8,11.2
California,Sacramento,8.4,8.0,8.9
Illinois,Chicago,8.6,8.0,9.4
Texas,Amarillo,8.3,7.8,8.9
New York,New York,9.3,8.7,10.1
Missouri,Springfield,11.7,11.1,12.4
Colorado,Boulder,8.6,7.9,9.8
Illinois,Aurora,7.5,7.2,8.0
California,Oakland,9.0,8.7,9.3
Texas,Dallas,11.7,10.9,12.6
Oregon,Portland,8.6,8.1,9.1
New York,New York,12.1,11.4,12.9
Alabama,Birmingham,,,
Pennsylvania,Philadelphia,13.0,12.2,13.9
Texas,Brownsville,,,
Texas,Corpus Christi,7.7,7.3,8.2
California,Fresno,8.6,8.1,9.3
Illinois,Chicago,8.9,8.3,9.6
North Carolin,High Point,8.0,7.7,8.3
Illinois,Champaign,8.3,7.9,8.9
California,Oceanside,7.9,7.4,8.4
Pennsylvania,Philadelphia,11.6,11.6,11.7
Iowa,Iowa City,10.1,8.8,12.4
Texas,Dallas,9.1,8.5,9.7
New York,New York,13.4,12.4,14.5
California,San Francisco,7.5,7.2,7.8
Iowa,Davenport,8.2,7.9,8.7
California,Redondo Beach,7.3,7.0,7.7
New Mexico,Albuquerque,10.2,9.7,10.8
District of C,Washington,15.8,14.2,17.7
Wisconsin,Madison,9.2,8.7,9.8
New York,New York,12.7,11.9,13.7
California,Anaheim,9.5,8.6,10.3
Michigan,Detroit,13.3,12.7,14.0
California,Moreno Valley,10.2,9.5,10.9
Ohio,Youngstown,10.7,10.0,11.5
Massachusetts,Lowell,10.7,10.0,11.4
California,Sacramento,10.6,10.0,11.1
Minnesota,Minneapolis,11.0,10.3,11.8
Louisiana,Shreveport,7.3,6.8,8.0
Texas,Laredo,7.2,6.5,8.1
Indiana,Indianapolis,9.3,8.8,9.9
Colorado,Aurora,9.9,9.4,10.5
North Carolin,Durham,10.2,9.5,11.1
Pennsylvania,Pittsburgh,10.1,9.4,10.8
Washington,Seattle,8.5,8.1,8.9
Oklahoma,Tulsa,9.0,8.5,9.6
Mississippi,Jackson,11.0,10.1,12.3
Texas,Houston,,,
California,Los Angeles,8.9,8.2,9.6
New York,New York,8.3,7.9,8.8
Massachusetts,Boston,10.9,10.5,11.5
Texas,Brownsville,8.9,8.2,9.7
Virginia,Suffolk,8.2,7.8,8.6
Wisconsin,Madison,8.2,7.8,8.6
Texas,Bryan,8.2,7.7,8.9
Texas,Houston,8.1,7.6,8.7
Pennsylvania,Philadelphia,11.1,10.5,11.7
Texas,Denton,8.3,7.9,8.7
Arkansas,Fayetteville,10.3,9.5,11.5
California,San Diego,7.7,7.3,8.2
California,Los Angeles,10.6,9.7,11.5
California,Westminster,7.5,7.0,8.1
Florida,Boca Raton,6.6,6.4,7.0
California,Concord,8.5,8.1,9.0
California,San Francisco,7.9,7.4,8.5
Missouri,Independence,10.1,9.6,10.8
Oklahoma,Tulsa,9.7,9.3,10.3
Arizona,Chandler,10.2,9.6,10.8
New Jersey,Trenton,10.1,9.5,10.8
Tennessee,Memphis,12.9,11.9,14.1
Oklahoma,Oklahoma City,8.9,8.5,9.5
Texas,Dallas,11.2,10.5,12.0
Texas,Austin,7.3,7.0,7.8
Arizona,Glendale,9.9,9.4,10.5
Texas,Houston,,,
Tennessee,Memphis,12.3,11.4,13.7
New Jersey,Jersey City,8.9,8.4,9.4
Alabama,Hoover,7.8,7.4,8.3
Kansas,Wichita,11.0,10.4,11.8
Pennsylvania,Philadelphia,13.7,12.7,14.9
Nevada,Henderson,8.7,8.0,9.6
Delaware,Wilmington,9.4,9.0,10.0
Oregon,Bend,10.1,9.5,10.8
Florida,St. Petersburg,8.2,7.9,8.7
Virginia,Roanoke,8.1,7.6,8.7
Oklahoma,Edmond,8.2,7.8,8.8
California,Los Angeles,8.2,7.7,8.7
Florida,Pompano Beach,9.8,9.3,10.5
Texas,El Paso,8.5,7.7,9.4
California,Los Angeles,8.6,7.8,9.4
Ohio,Columbus,10.9,10.3,11.6
Texas,Dallas,10.0,9.3,10.8
South Dakota,Sioux Falls,7.5,7.1,8.1
Washington,Auburn,10.8,10.2,11.5
California,Elk Grove,9.3,8.8,9.7
Florida,Hialeah,6.4,5.8,7.0
California,Baldwin Park,7.9,7.0,8.9
California,Oakland,9.1,8.7,9.5
Arizona,Phoenix,9.5,9.1,10.0
Florida,Jacksonville,10.5,9.9,11.2
Arizona,Phoenix,9.1,8.6,9.7
Minnesota,St. Paul,7.6,7.2,8.1
New Mexico,Rio Rancho,9.6,9.1,10.2
California,Fresno,10.9,10.2,11.5
Wisconsin,Milwaukee,11.5,10.7,12.5
Tennessee,Nashville,9.6,9.2,10.2
Arizona,Scottsdale,8.8,8.4,9.2
South Carolin,Columbia,7.4,6.9,8.0
New York,New York,9.7,9.1,10.5
Arkansas,Little Rock,9.2,8.7,9.7
North Carolin,Jacksonville,8.5,7.9,9.1
Tennessee,Memphis,13.7,12.5,15.1
Tennessee,Memphis,13.3,12.3,14.6
Tennessee,Clarksville,9.9,9.4,10.5
California,Los Angeles,9.3,8.8,9.9
New York,New York,12.2,11.3,13.1
California,Chino,7.7,7.1,8.4
Pennsylvania,Reading,12.1,11.3,13.0
Rhode Island,Providence,15.0,14.5,15.6
Illinois,Aurora,9.2,8.7,9.7
Oklahoma,Tulsa,8.9,8.4,9.4
North Carolin,Gastonia,9.2,8.5,10.1
New York,Schenectady,11.5,10.4,13.4
California,San Leandro,8.0,7.6,8.5
California,San Jose,7.3,6.8,7.8
Alaska,Anchorage,9.0,8.6,9.5
Missouri,Kansas City,13.6,12.9,14.4
Tennessee,Memphis,14.0,13.1,15.0
Massachusetts,Lynn,11.5,11.0,12.1
New York,Albany,10.3,9.8,11.0
New York,Mount Vernon,12.6,11.7,13.8
North Carolin,Winston-Salem,8.2,7.8,8.7
California,Buena Park,7.7,7.3,8.1
California,Fullerton,6.1,5.8,6.4
Florida,Tampa,7.2,6.8,7.8
Maryland,Baltimore,12.8,11.9,14.0
Maryland,Baltimore,13.1,12.2,14.3
Texas,Round Rock,9.9,9.3,10.5
Kansas,Olathe,8.8,8.3,9.5
Texas,Austin,8.7,8.3,9.1
New York,New York,8.4,8.1,9.0
Arizona,Phoenix,11.6,10.9,12.4
California,San Diego,8.8,8.3,9.4
New York,New York,12.4,11.7,13.2
California,Santa Clara,5.9,5.6,6.4
Illinois,Chicago,13.4,12.4,14.7
Nevada,Henderson,8.2,7.8,8.6
Massachusetts,Cambridge,9.2,8.8,9.9
Hawaii,Honolulu,9.9,9.3,10.5
California,San Francisco,7.5,7.1,8.0
Louisiana,New Orleans,7.0,6.6,7.6
Florida,Sunrise,9.6,8.9,10.3
Louisiana,New Orleans,9.9,9.3,10.8
California,San Ramon,7.7,7.3,8.2
Tennessee,Knoxville,10.3,9.3,12.3
Washington,Seattle,8.9,8.5,9.5
California,Fresno,8.2,7.8,8.7
Wisconsin,Appleton,9.4,8.9,10.1
Illinois,Chicago,9.5,8.5,10.4
Colorado,Colorado Springs,9.1,8.7,9.6
Wisconsin,Kenosha,9.0,8.5,9.6
Nevada,North Las Vegas,10.4,9.7,11.1
Georgia,Columbus,12.4,11.3,13.7
Ohio,Canton,12.7,12.0,13.3
New York,New York,12.1,11.4,12.9
Arizona,Glendale,11.9,11.2,12.7
Maryland,Baltimore,12.2,11.4,13.1
Virginia,Virginia Beach,7.2,6.8,7.7
Texas,Amarillo,9.5,8.9,10.3
Missouri,St. Louis,9.2,8.8,9.8
Texas,Mesquite,9.8,9.2,10.4
Colorado,Boulder,7.6,7.2,8.3
District of C,Washington,9.2,8.8,9.8
Rhode Island,Providence,12.9,12.1,13.8
Georgia,Warner Robins,9.5,9.3,9.6
Michigan,Detroit,14.1,13.1,15.3
Alabama,Hoover,7.8,7.3,8.3
California,Oakland,10.0,9.3,10.8
Illinois,Chicago,9.9,9.2,10.6
California,San Jose,7.9,7.4,8.4
Texas,San Antonio,8.0,7.6,8.5
Pennsylvania,Philadelphia,10.1,9.5,10.8
Ohio,Columbus,9.5,8.9,10.2
California,Torrance,7.1,6.7,7.5
Texas,Garland,,,
Florida,Gainesville,8.7,8.2,9.5
Alabama,Huntsville,13.0,12.0,14.2
New York,New York,11.0,10.5,11.5
Texas,Fort Worth,10.1,9.5,10.7
Virginia,Alexandria,7.4,7.0,7.9
Hawaii,Honolulu,9.3,8.9,9.7
Illinois,Rockford,11.5,10.8,12.2
Texas,Houston,9.6,8.9,10.5
Texas,Dallas,9.9,9.3,10.6
New York,New York,9.3,8.6,10.2
Wisconsin,Waukesha,8.4,7.9,9.1
Oklahoma,Oklahoma City,11.3,10.8,11.9
California,Moreno Valley,8.6,8.2,9.1
Virginia,Roanoke,8.2,7.6,8.9
Tennessee,Nashville,10.1,9.5,10.8
Connecticut,Waterbury,11.5,10.8,12.3
California,Oceanside,9.1,8.5,9.7
Wisconsin,Milwaukee,13.6,12.8,14.6
California,San Mateo,8.7,8.2,9.3
Arizona,Mesa,10.3,9.6,11.3
Illinois,Chicago,14.1,12.7,15.8
Ohio,Columbus,11.7,11.1,12.5
Pennsylvania,Philadelphia,13.1,12.3,14.4
Oregon,Portland,10.0,9.4,10.7
Connecticut,Norwalk,8.5,8.0,9.1
New York,New York,10.2,9.6,10.9
Florida,Lakeland,7.7,7.3,8.2
Georgia,Macon,12.2,11.3,13.3
Washington,Seattle,8.4,8.0,9.0
Utah,Ogden,,,
California,Santa Maria,10.2,9.4,11.0
Illinois,Evanston,8.8,8.7,8.9
Massachusetts,Lynn,11.9,11.3,12.7
New York,New York,13.0,12.3,13.8
Oregon,Portland,9.0,8.4,9.7
Texas,Houston,9.5,9.1,10.1
Texas,Fort Worth,10.7,10.0,11.4
Ohio,Toledo,12.0,11.3,13.0
California,Chula Vista,8.1,7.6,8.7
California,Costa Mesa,8.3,7.8,9.0
New York,New York,10.4,9.9,10.9
New York,New York,12.7,11.9,13.7
Ohio,Dayton,12.4,11.5,13.5
New York,New York,11.8,11.0,12.6
California,Oxnard,9.3,8.5,10.1
Connecticut,Waterbury,10.8,10.2,11.4
Texas,McKinney,8.2,7.7,8.9
Oregon,Gresham,9.1,8.5,9.8
California,Riverside,8.4,7.9,8.9
Texas,San Antonio,8.7,8.0,9.5
Indiana,Lafayette,11.1,10.4,11.9
Massachusetts,Boston,10.1,9.4,11.4
Texas,Mesquite,10.5,9.8,11.4
Georgia,Sandy Springs,6.7,6.5,6.9
Texas,San Angelo,8.1,7.7,8.6
Washington,Bellevue,7.9,7.6,8.4
Florida,Pembroke Pines,7.4,7.1,7.7
New York,New York,10.2,9.4,10.9
New York,Yonkers,13.0,12.3,13.8
Florida,Deltona,8.4,8.0,8.9
Arizona,Chandler,9.5,9.0,10.0
California,Los Angeles,9.8,8.9,10.7
Georgia,Augusta,10.9,10.2,11.7
Oregon,Beaverton,8.2,7.8,8.7
California,Modesto,9.4,8.9,9.9
Virginia,Chesapeake,8.5,8.1,9.0
Pennsylvania,Pittsburgh,9.1,8.6,9.6
New Jersey,Elizabeth,8.6,7.9,9.3
Texas,Bryan,8.5,8.0,9.1
Nevada,North Las Vegas,7.8,6.8,10.0
New Jersey,Paterson,9.4,8.8,10.1
Ohio,Columbus,11.1,10.5,11.9
California,Long Beach,7.3,6.9,7.7
Tennessee,Memphis,16.3,14.3,18.3
North Carolin,Winston-Salem,9.7,9.0,10.4
Texas,Austin,7.3,7.1,7.7
New York,New York,12.2,11.4,13.3
Texas,Baytown,9.2,8.7,9.7
California,Santa Clara,7.2,6.8,7.7
New York,New York,11.2,10.7,11.6
California,San Diego,7.8,7.5,8.2
Illinois,Chicago,9.6,8.9,10.2
Michigan,Detroit,13.8,12.9,14.8
Michigan,Detroit,14.0,13.9,14.1
Tennessee,Chattanooga,14.9,13.6,16.2
California,San Diego,7.9,7.4,8.4
District of C,Washington,11.1,10.3,12.0
California,Santa Clarita,8.3,7.9,8.9
Texas,Austin,7.6,7.2,8.1
Texas,Killeen,9.5,9.5,9.6
California,San Francisco,8.2,7.5,9.0
Colorado,Lakewood,8.6,8.1,9.3
California,Riverside,,,
New York,New York,9.9,9.2,10.5
Illinois,Chicago,8.4,7.8,9.0
Michigan,Detroit,14.2,13.2,15.4
Arizona,Phoenix,10.8,10.1,11.8
Tennessee,Clarksville,9.4,8.9,9.9
North Carolin,Winston-Salem,,,
California,Redding,9.3,8.8,9.9
Indiana,Muncie,12.1,11.2,13.0
Missouri,St. Louis,9.7,9.2,10.3
Texas,Wichita Falls,9.3,8.9,9.8
New York,Yonkers,11.6,10.8,12.4
Georgia,Sandy Springs,8.5,8.2,8.9
Nevada,Reno,7.5,7.1,8.1
California,Escondido,8.6,8.1,9.1
Michigan,Troy,7.8,7.4,8.2
Michigan,Detroit,14.5,13.5,15.7
Maryland,Baltimore,14.1,13.0,15.3
Texas,Denton,10.2,9.3,11.3
Illinois,Chicago,8.5,8.0,9.2
Florida,Tampa,9.4,8.3,11.0
California,Long Beach,7.8,7.4,8.3
Illinois,Bloomington,9.3,8.9,9.7
Florida,Melbourne,8.7,8.2,9.5
Florida,Jacksonville,6.6,6.3,7.1
Texas,McAllen,7.5,7.0,8.2
Ohio,Dayton,,,
Oklahoma,Broken Arrow,8.7,8.2,9.3
Ohio,Columbus,8.8,8.4,9.5
Texas,Brownsville,10.3,9.3,11.2
Indiana,Evansville,13.9,13.2,14.6
New York,New York,9.8,9.1,10.5
Texas,Austin,7.6,7.3,8.0
Wisconsin,Kenosha,10.4,9.9,10.8
California,San Marcos,7.5,7.1,8.2
Colorado,Pueblo,9.2,8.7,9.7
Michigan,Detroit,12.0,11.3,12.6
Florida,Jacksonville,10.7,10.0,11.7
Florida,Largo,7.9,7.6,8.3
South Carolin,Columbia,12.6,11.8,13.6
Kentucky,Lexington,10.2,9.6,10.9
Florida,Hialeah,6.7,6.2,7.4
Missouri,St. Louis,10.8,10.1,11.6
Florida,Orlando,8.0,7.4,8.6
Louisiana,Baton Rouge,7.5,7.2,7.9
California,Concord,9.1,8.4,9.9
Connecticut,Waterbury,11.5,11.4,11.6
Texas,Fort Worth,13.0,12.2,13.8
Texas,San Antonio,8.6,7.9,9.3
Texas,Houston,8.7,8.1,9.4
South Carolin,Columbia,8.0,7.6,8.5
New York,New York,9.7,9.1,10.4
Arizona,Tucson,10.3,9.7,11.2
Connecticut,Hartford,15.3,14.4,16.3
New Mexico,Albuquerque,10.1,9.6,10.7
Arizona,Mesa,10.1,9.6,10.9
Arizona,Chandler,8.6,8.1,9.3
Illinois,Chicago,13.8,12.6,15.2
California,San Jose,9.0,8.6,9.4
North Carolin,High Point,12.7,11.7,13.9
Connecticut,Hartford,11.8,11.1,12.6
New York,New York,9.7,9.2,10.3
New York,New York,12.8,12.1,13.6
Missouri,O'Fallon,8.8,8.1,9.6
Indiana,Bloomington,10.0,9.3,10.9
California,San Jose,8.0,7.6,8.5
Texas,Houston,7.1,6.8,7.4
Texas,Dallas,9.6,9.1,10.2
Kansas,Wichita,11.0,10.4,11.7
Michigan,Westland,10.9,10.4,11.6
Massachusetts,Lowell,10.0,9.4,10.7
Missouri,St. Louis,13.8,12.6,14.9
Florida,Jacksonville,8.6,8.2,9.0
Texas,Dallas,7.7,7.2,8.3
Ohio,Cleveland,12.8,11.9,13.9
Utah,Orem,8.4,8.0,8.8
California,Los Angeles,7.3,7.0,7.5
Illinois,Chicago,8.0,7.6,8.5
Ohio,Cincinnati,11.7,11.0,12.5
Pennsylvania,Philadelphia,13.1,12.1,14.1
Massachusetts,Lynn,11.7,11.2,12.2
Texas,College Station,8.4,7.6,9.9
New Hampshire,Nashua,9.7,9.2,10.4
Kansas,Overland Park,7.9,7.4,8.7
California,Los Angeles,7.1,6.8,7.5
North Carolin,High Point,7.2,6.8,7.7
California,Santa Rosa,10.2,9.6,10.9
Virginia,Suffolk,9.4,9.0,9.8
Pennsylvania,Philadelphia,10.1,9.5,10.9
District of C,Washington,11.7,10.7,12.8
Washington,Renton,8.8,8.3,9.4
Nevada,Las Vegas,8.4,8.0,8.9
Arizona,Glendale,9.8,9.3,10.4
California,Oakland,9.1,8.7,9.6
Ohio,Columbus,8.2,7.7,8.8
California,Fresno,8.6,8.1,9.1
Kansas,Lawrence,10.0,9.4,10.8
Alabama,Huntsville,12.2,11.2,13.4
Texas,Irving,7.5,7.2,8.0
New York,Yonkers,12.5,11.7,13.4
Texas,Arlington,9.4,9.0,9.7
California,Oceanside,8.1,7.7,8.6
Nevada,North Las Vegas,9.1,8.7,9.5
Texas,San Antonio,8.7,7.9,9.5
New York,New York,10.3,9.6,11.0
Arizona,Peoria,9.2,8.7,9.7
California,Los Angeles,9.1,8.3,10.0
California,Los Angeles,9.0,8.6,9.5
New York,New York,11.0,10.2,11.9
New York,New York,8.1,7.7,8.6
Hawaii,Honolulu,9.1,8.8,9.5
California,Vallejo,9.1,8.8,9.6
New York,New York,9.8,9.1,10.7
New York,New York,12.0,11.1,12.9
Utah,Provo,,,
Delaware,Wilmington,11.3,10.5,12.4
Colorado,Centennial,,,
Florida,Jacksonville,9.2,8.7,9.6
Massachusetts,Fall River,14.1,13.1,15.3
Arizona,Mesa,10.0,9.4,11.0
Massachusetts,Cambridge,9.2,8.9,9.6
Maryland,Baltimore,11.4,10.9,12.0
Illinois,Chicago,14.3,13.1,15.6
Nevada,North Las Vegas,8.6,8.3,8.9
Arizona,Mesa,9.6,9.0,10.3
Georgia,Atlanta,10.9,10.0,12.0
California,Vacaville,9.0,8.5,9.7
Maine,Portland,12.0,11.2,13.2
North Carolin,Charlotte,9.3,8.8,10.0
Massachusetts,Worcester,10.6,10.0,11.4
Arizona,Peoria,9.2,8.7,9.8
Texas,Fort Worth,8.4,8.0,8.8
California,Santa Ana,8.6,8.0,9.2
California,Los Angeles,8.8,8.2,9.4
Wisconsin,Madison,8.2,7.7,9.0
New York,New York,10.7,10.1,11.4
Colorado,Aurora,9.9,9.4,10.4
Washington,Renton,10.6,9.8,11.5
New York,New York,9.3,8.8,9.8
California,San Diego,7.6,7.2,8.2
California,Modesto,8.6,8.1,9.1
Texas,Houston,11.6,10.8,12.6
California,Roseville,7.9,7.2,8.8
Michigan,Dearborn,9.8,9.2,10.5
Oklahoma,Oklahoma City,9.8,9.2,10.6
Florida,Fort Lauderdale,10.0,9.2,10.9
Oregon,Portland,9.9,9.3,10.7
Texas,Garland,9.2,8.7,9.8
New York,New York,12.4,11.5,13.4
Iowa,Cedar Rapids,7.2,6.7,7.9
New York,Rochester,14.0,13.4,14.7
California,Pasadena,6.9,6.6,7.2
California,Lancaster,9.2,8.7,9.7
Idaho,Nampa,9.5,8.9,10.3
Ohio,Columbus,10.1,9.6,10.8
Illinois,Chicago,8.6,7.9,9.5
Arizona,Scottsdale,8.7,8.3,9.2
California,Upland,9.0,8.9,9.1
Oklahoma,Tulsa,10.0,9.4,10.6
Colorado,Colorado Springs,9.4,9.0,10.0
Florida,Lakeland,8.0,7.3,8.8
Texas,Lewisville,8.6,8.1,9.2
California,Los Angeles,7.5,6.9,8.1
California,Palmdale,9.0,8.4,9.6
Texas,Houston,6.4,6.2,6.7
Texas,Arlington,9.1,8.6,9.7
Florida,Hollywood,7.1,6.8,7.5
New York,New York,15.8,14.5,17.1
Louisiana,Shreveport,7.9,7.4,8.5
California,San Jose,7.4,6.9,7.9
Texas,Austin,7.6,7.2,8.0
Illinois,Bloomington,10.7,10.0,11.5
Alabama,Birmingham,13.2,12.2,14.5
Maryland,Baltimore,9.0,8.4,10.0
Wisconsin,Madison,,,
North Carolin,Charlotte,9.5,8.8,10.3
Arizona,Scottsdale,8.8,8.3,9.4
New Jersey,Paterson,9.9,9.8,10.0
New York,New York,12.9,11.9,14.0
Minnesota,Minneapolis,7.0,6.8,7.4
Michigan,Flint,14.7,13.7,15.7
District of C,Washington,8.7,8.2,9.4
Oklahoma,Oklahoma City,9.3,8.8,9.9
Indiana,Indianapolis,12.0,11.2,13.3
Texas,Edinburg,6.6,6.2,7.2
California,Buena Park,8.1,7.9,8.2
New Jersey,Elizabeth,9.5,9.0,10.1
Alabama,Hoover,8.2,7.8,8.8
Texas,Wichita Falls,10.3,9.7,10.9
Alabama,Tuscaloosa,8.2,7.7,9.0
Mississippi,Jackson,11.0,10.1,12.0
Minnesota,Plymouth,7.6,7.2,8.0
North Carolin,High Point,7.2,6.8,7.6
Texas,Pearland,8.1,7.8,8.4
California,Orange,8.9,8.5,9.5
Massachusetts,Cambridge,9.1,8.7,9.7
Texas,Austin,7.5,7.1,8.0
Kansas,Wichita,11.6,10.9,12.4
Texas,Houston,9.5,8.7,10.5
New Mexico,Las Cruces,10.3,10.1,10.4
Florida,Deerfield Beach,7.9,7.5,8.4
Texas,San Antonio,7.8,7.5,8.1
Texas,Lewisville,8.9,8.4,9.5
Colorado,Lakewood,8.9,8.4,9.4
Texas,Bryan,8.2,7.7,8.8
South Carolin,Rock Hill,12.9,11.7,14.2
Alabama,Hoover,7.7,7.3,8.3
Utah,Salt Lake City,8.7,8.3,9.2
Michigan,Detroit,12.8,12.0,13.9
Texas,Carrollton,8.5,7.8,9.2
Texas,Dallas,10.2,9.6,10.9
California,Huntington Beach,8.2,7.7,8.9
California,Visalia,8.7,8.2,9.2
North Carolin,Asheville,8.8,8.2,9.5
Pennsylvania,Philadelphia,13.4,12.4,14.7
Maryland,Baltimore,12.1,11.5,12.7
Florida,Coral Springs,7.2,6.9,7.7
California,Chino Hills,7.3,7.0,7.7
Texas,League City,8.0,7.6,8.4
Texas,Richardson,7.5,7.1,8.1
Nevada,Las Vegas,8.3,7.8,8.7
New York,New York,8.6,8.2,9.0
Texas,Austin,10.1,9.5,10.7
Texas,Houston,,,
Georgia,Atlanta,6.7,6.4,7.3
Oregon,Portland,10.3,9.7,11.0
New York,New York,11.7,10.9,12.5
Florida,Jacksonville,8.4,7.9,8.9
Texas,Denton,11.0,10.2,12.1
California,San Diego,7.6,7.2,8.0
Colorado,Westminster,8.2,7.7,8.7
Nebraska,Omaha,7.3,7.0,7.7
Idaho,Meridian,8.8,8.1,9.5
Connecticut,Waterbury,12.0,11.3,12.9
Indiana,South Bend,12.6,12.0,13.3
Illinois,Champaign,9.6,9.2,10.2
Wisconsin,Milwaukee,10.4,9.6,11.2
California,Fresno,9.8,9.3,10.5
Nebraska,Omaha,,,
New York,New York,9.2,8.6,10.1
New York,New York,9.5,8.9,10.1
